,Hotel name,Marks,Region City,Performances,Reviews,Price,Distances,Discriptions,Stars,Breakfast,Guests reviews:
172,DesignDistrict Apartments,8.7,"Lower Town, Zagreb",Excellent ,240 reviews,Price 422 zł,0.9 km from center,Studio Apartment,3,,Location 9.5
173,The Place Apartments Hebrangova,8.8,"Lower Town, Zagreb",Excellent ,247 reviews,Price 557 zł,0.6 km from center,Deluxe King Room,4,,Location 9.6
174,Botanical garden,8.9,"Lower Town, Zagreb",Excellent ,76 reviews,Price 263 zł,1.2 km from center,One-Bedroom Apartment,3,,
175,Momo's Studio Apartment Zagreb,9.0,Zagreb,Wonderful ,139 reviews,Price 230 zł,1.7 km from center,Apartment,3,,
176,City Center Main Square Apartments Zagreb,9.6,"Lower Town, Zagreb",Exceptional ,341 reviews,Price 338 zł,500 m from center,Studio,4,,Location 9.7
177,Maksimir-Rebro,9.1,"Maksimir, Zagreb",Wonderful ,394 reviews,Price 235 zł,3 km from center,Apartment - Ground Floor,3,,
178,Lusso Zagreb,7.9,"Upper Town – Medvescak, Zagreb",Good ,96 reviews,Original price 253 zł. Current price 233 zł.,1.4 km from center,Studio Apartment,3,,
179,Hostel Centar,7.7,"Upper Town – Medvescak, Zagreb",Good ,237 reviews,Price 247 zł,200 m from center,Twin Room with Shared Bathroom,0,,Location 9.5
180,Hotel AS,9.0,"Upper Town – Medvescak, Zagreb",Wonderful ,441 reviews,Original price 477 zł. Current price 439 zł.,1.6 km from center,Deluxe Double or Twin Room,4,Breakfast included,
181,Boutique Cimer,8.7,"Lower Town, Zagreb",Excellent ,3 reviews,Original price 235 zł. Current price 216 zł.,0.9 km from center,Deluxe Queen Room,4,,Location 10
182,Mickey Mouse & Studio Mini,8.9,"Lower Town, Zagreb",Excellent ,405 reviews,Original price 244 zł. Current price 224 zł.,150 m from center,Studio,3,,Location 9.8
183,Flexible SelfCheckIns 13 & 14 - Le Petit & Le Grand Zagreb - Centre - New - Apartments Repinc,8.4,Zagreb,Very Good ,102 reviews,Original price 296 zł. Current price 281 zł.,1.8 km from center,Studio Apartment Le Petit,3,,
184,City Centre Dream place,9.2,"Lower Town, Zagreb",Wonderful ,382 reviews,Original price 425 zł. Current price 402 zł.,500 m from center,Studio Apartment,4,,Location 9.6
185,Apartmani Nighty Night,9.5,Zagreb,Exceptional ,123 reviews,Price 277 zł,1.9 km from center,Double Room - Non-Smoking ,4,,Location 9.6
186,Aurea City Center Apartment Zagreb,9.4,"Lower Town, Zagreb",Wonderful ,31 reviews,Original price 366 zł. Current price 340 zł.,350 m from center,Studio Apartment,4,,Location 9.8
187,ParkLife Zagreb Apartments,9.7,"Lower Town, Zagreb",Exceptional ,122 reviews,Original price 780 zł. Current price 567 zł.,1.3 km from center,Duplex Apartment with Park View ,4,,Location 9.4
188,Apartments Lucky Place,9.1,"Lower Town, Zagreb",Wonderful ,639 reviews,Original price 282 zł. Current price 207 zł.,1 km from center,Studio with Double Bed,2,,Location 9.5
189,Hotel Puntijar,8.9,Zagreb,Excellent ,598 reviews,Original price 360 zł. Current price 331 zł.,4.2 km from center,Superior Twin Room,4,Breakfast included,
190,Lugarnica,8.5,Zagreb,Very Good ,239 reviews,Original price 296 zł. Current price 272 zł.,7.3 km from center,Double Room,3,,
191,JUPITER Apartment Zagreb Centar,9.2,"Lower Town, Zagreb",Wonderful ,32 reviews,Original price 328 zł. Current price 302 zł.,0.8 km from center,One-Bedroom Apartment,3,,Location 9.7
192,Leptir,8.9,Zagreb,Excellent ,314 reviews,Original price 214 zł. Current price 197 zł.,3 km from center,Twin Room,0,,
193,Bona Fide Main Square Designer Apartments,9.8,"Lower Town, Zagreb",Exceptional ,44 reviews,Original price 511 zł. Current price 470 zł.,300 m from center,One-Bedroom Apartment,3,,Location 9.8
194,Celic Art Apartments,8.2,Zagreb,Very Good ,637 reviews,Price 235 zł,3.6 km from center,One-Bedroom Apartment,2,,
195,Hotel Blue,8.2,Zagreb,Very Good ,"1,857 reviews",Price 431 zł,2.1 km from center,Standard Triple Room Street Entrance Ground Floor,4,,
196,Zagreb Centar Apartman 90m2,9.0,Zagreb,Wonderful ,67 reviews,Original price 296 zł. Current price 272 zł.,2.3 km from center,Two-Bedroom Apartment,3,Breakfast included,
197,Citylux Apartments,9.4,"Lower Town, Zagreb",Wonderful ,300 reviews,Price 352 zł,1.1 km from center,Studio Apartment,3,,Location 9.3
198,Villa Zrina,8.4,Zagreb,Very Good ,333 reviews,Original price 263 zł. Current price 242 zł.,2 km from center,Single Room,3,,
199,Guesthouse Lessi,8.3,"Upper Town – Medvescak, Zagreb",Very Good ,326 reviews,Original price 267 zł. Current price 246 zł.,200 m from center,Comfort Triple Room,3,,Location 9.7
200,Octagon Main Square Apartment,9.0,"Lower Town, Zagreb",Wonderful ,100 reviews,Original price 282 zł. Current price 259 zł.,200 m from center,Luxury One-Bedroom Apartment,4,,Location 9.9
201,Zagreb center free parking,9.0,"Lower Town, Zagreb",Wonderful ,153 reviews,Original price 328 zł. Current price 302 zł.,1.2 km from center,One-Bedroom Apartment,3,,Location 9.3
202,Carolina,8.7,"Novi Zagreb, Zagreb",Excellent ,103 reviews,Original price 188 zł. Current price 173 zł.,4.6 km from center,Apartment,3,,
203,At queens,9.1,"Lower Town, Zagreb",Wonderful ,"1,027 reviews",Price 222 zł,0.7 km from center,Superior Apartment,3,,Location 9.5
204,Zagreb Sleep & Eat,9.3,"Lower Town, Zagreb",Wonderful ,634 reviews,Price 444 zł,400 m from center,One-Bedroom Apartment,4,,Location 9.8
205,Studio Ami,8.8,"Lower Town, Zagreb",Excellent ,88 reviews,Price 277 zł,1.6 km from center,Studio,3,,
206,King's Street Apartments,8.6,"Lower Town, Zagreb",Excellent ,222 reviews,Price 282 zł,0.7 km from center,Studio Apartment,3,,Location 9.5
207,Apartmani Arena Zagreb,9.2,"Novi Zagreb, Zagreb",Wonderful ,234 reviews,Price 169 zł,5.1 km from center,One-Bedroom Apartment,3,,
208,Carolina,8.7,"Novi Zagreb, Zagreb",Excellent ,103 reviews,Price 188 zł,4.6 km from center,Apartment,3,,
209,City Centre Dream place,9.2,"Lower Town, Zagreb",Wonderful ,382 reviews,Price 425 zł,500 m from center,Studio Apartment,4,,Location 9.6
210,Hotel Puntijar,8.9,Zagreb,Excellent ,598 reviews,Price 360 zł,4.2 km from center,Superior Twin Room,4,Breakfast included,
211,Poppy Apartments Zagreb (MINT),9.8,"Lower Town, Zagreb",Exceptional ,23 reviews,Price 324 zł,1.3 km from center,One-Bedroom Apartment,4,,Location 9.9
212,Studio Apartman KRILA WINGS,9.8,Zagreb,Exceptional ,147 reviews,Price 469 zł,6.6 km from center,One-Bedroom Apartment,4,,Location 9.4
213,St. Marks Apartment 2,8.6,"Upper Town – Medvescak, Zagreb",Excellent ,108 reviews,Price 235 zł,0.5 km from center,Studio Apartment,4,,Location 9.4
214,Apartments Lina - Center with free parking!,8.6,"Lower Town, Zagreb",Excellent ,323 reviews,Price 324 zł,450 m from center,Studio,3,,Location 9.8
215,"Cosy&Private,30sec walk to MainSquare, Heart of Zagreb",8.4,"Upper Town – Medvescak, Zagreb",Very Good ,63 reviews,Price 422 zł,100 m from center,Deluxe Studio,3,,Location 9.6
216,Indigo Centar,9.1,"Lower Town, Zagreb",Wonderful ,341 reviews,Price 469 zł,0.7 km from center,Apartment with Terrace,4,,Location 9.5
217,Apartment Karlos,9.2,Zagreb,Wonderful ,123 reviews,Price 235 zł,1.6 km from center,Studio Apartment,3,,Location 9.5
218,Novi Zagreb Dugave Studio apartman Tea,9.6,"Novi Zagreb, Zagreb",Exceptional ,38 reviews,Price 328 zł,5.8 km from center,One-Bedroom Apartment,3,,
219,City Garden Studio Apartment,9.4,"Lower Town, Zagreb",Wonderful ,45 reviews,Price 399 zł,0.9 km from center,Studio with Garden View,3,,Location 9.4
220,St. Marks Apartment 1,9.0,"Upper Town – Medvescak, Zagreb",Wonderful ,162 reviews,Price 282 zł,500 m from center,Studio Apartment,4,,Location 9.7
221,Tia Apartments and Rooms,8.2,"Lower Town, Zagreb",Very Good ,394 reviews,Price 305 zł,0.9 km from center,Standard Twin Room,4,,Location 9.3
222,Jacuzzi studio apartman Mare's,10.0,Zagreb,Exceptional ,152 reviews,Price 469 zł,8.3 km from center,One-Bedroom Apartment,4,,Location 9.6
223,Apartman ARIA,,"Novi Zagreb, Zagreb",,,Price 328 zł,6 km from center,Two-Bedroom Apartment,3,,
224,Like Home,10.0,"Lower Town, Zagreb",Exceptional ,4 reviews,Price 317 zł,0.6 km from center,One-Bedroom Apartment,3,,Location 10
225,Tesla Boutique Apartments & Rooms,9.1,"Lower Town, Zagreb",Wonderful ,568 reviews,Price 446 zł,300 m from center,Deluxe One-Bedroom Apartment,4,,Location 9.8
226,Apartments Nera,5.8,"Upper Town – Medvescak, Zagreb",Review score ,73 reviews,Price 181 zł,2 km from center,Comfort Double Room,2,,
227,Private Rooms at Hostel63,8.3,"Lower Town, Zagreb",Very Good ,481 reviews,Price 266 zł,0.6 km from center,Superior Twin or Double Room with Private Bathroom,0,,Location 9.3
228,Apartments Nera,5.8,"Upper Town – Medvescak, Zagreb",Review score ,73 reviews,Price 181 zł,2 km from center,Comfort Double Room,2,,
229,Private Rooms at Hostel63,8.3,"Lower Town, Zagreb",Very Good ,481 reviews,Price 266 zł,0.6 km from center,Superior Twin or Double Room with Private Bathroom,0,,Location 9.3
230,Flexible SelfCheckIns 9 - Zagreb - Garage - Electric vehicle ccharger - Loggia - New - Apartments Repinc 9,8.9,Zagreb,Excellent ,44 reviews,Price 404 zł,5.7 km from center,Apartment with Balcony,3,,
231,STYLISH URBAN OASIS,9.3,Zagreb,Wonderful ,82 reviews,Price 338 zł,1.7 km from center,Apartment - Ground Floor,3,,
232,St. Marks Apartment 2,8.6,"Upper Town – Medvescak, Zagreb",Excellent ,108 reviews,Price 235 zł,0.5 km from center,Studio Apartment,4,,Location 9.4
233,Charming Apartment Beautiful View,9.5,"Upper Town – Medvescak, Zagreb",Exceptional ,73 reviews,Price 282 zł,500 m from center,One-Bedroom Apartment,3,,Location 9.9
234,Leptir,8.9,Zagreb,Excellent ,314 reviews,Price 214 zł,3 km from center,Twin Room,0,,
235,"Apartment-Tia, Self check-in",9.6,Zagreb,Exceptional ,56 reviews,Price 380 zł,1.7 km from center,One-Bedroom Apartment,3,,Location 9.5
236,Premium Class Apartments III,8.5,"Lower Town, Zagreb",Very Good ,14 reviews,Price 375 zł,300 m from center,One-Bedroom Apartment,0,,
237,Apartments and Rooms Trsje,9.0,Zagreb,Wonderful ,71 reviews,Price 652 zł,3.7 km from center,Deluxe Two-Bedroom Apartment,4,,
238,"APARTMENT "" Studio Green """,8.8,Zagreb,Excellent ,151 reviews,Price 177 zł,2.4 km from center,One-Bedroom Apartment,3,,
239,Bianka Apartment,8.0,"Lower Town, Zagreb",Very Good ,209 reviews,Price 282 zł,0.6 km from center,Apartment - Ground Floor,3,,Location 9.5
240,Hotel Blue,8.2,Zagreb,Very Good ,"1,857 reviews",Price 431 zł,2.1 km from center,Standard Triple Room Street Entrance Ground Floor,4,,
241,M4You,8.0,"Lower Town, Zagreb",Very Good ,10 reviews,Price 328 zł,0.6 km from center,One-Bedroom Apartment,3,,Location 9.8
242,Penthouse “Sky 16” Studio Apartment,9.5,"Novi Zagreb, Zagreb",Exceptional ,67 reviews,Price 305 zł,4.5 km from center,Penthouse Apartment,3,,Location 9.5
243,Rooms Miki,8.4,Zagreb,Very Good ,147 reviews,Price 160 zł,5.4 km from center,Single Room,0,,
244,Casa V Luxury Apartments,9.6,Zagreb,Exceptional ,"1,135 reviews",Price 314 zł,3.1 km from center,Comfort Apartment,3,,
245,Apartment San Marco,8.5,"Upper Town – Medvescak, Zagreb",Very Good ,65 reviews,Price 258 zł,0.5 km from center,Apartment - Ground Floor,4,,Location 9.6
246,"Apartman ""Britanac""",8.6,"Upper Town – Medvescak, Zagreb",Excellent ,46 reviews,Price 225 zł,1.1 km from center,Apartment,3,,Location 9.7
247,Apartments ABA Zagreb,8.9,"Lower Town, Zagreb",Excellent ,243 reviews,Price 282 zł,0.9 km from center,Studio,3,,Location 9.5
248,Flower Square Apartments,7.9,"Lower Town, Zagreb",Good ,267 reviews,Price 432 zł,200 m from center,Studio,3,,Location 9.5
249,Apartment Jasna,9.8,"Maksimir, Zagreb",Exceptional ,74 reviews,Price 305 zł,1.8 km from center,One-Bedroom Apartment,5,,
250,Golden Star,9.5,"Lower Town, Zagreb",Exceptional ,54 reviews,Price 399 zł,0.8 km from center,Three-Bedroom Apartment,4,,Location 9.8
251,Guesthouse Lessi,8.3,"Upper Town – Medvescak, Zagreb",Very Good ,326 reviews,Price 267 zł,200 m from center,Comfort Triple Room,3,,Location 9.7
252,Tulip & Rose Zagreb Apartment,9.1,"Lower Town, Zagreb",Wonderful ,119 reviews,Price 563 zł,1 km from center,Studio Apartment,3,,Location 9.5
253,Octagon Main Square Apartment,9.0,"Lower Town, Zagreb",Wonderful ,100 reviews,Original price 282 zł. Current price 263 zł.,200 m from center,Luxury One-Bedroom Apartment,4,,Location 9.9
254,B&B Schlosser,8.7,"Lower Town, Zagreb",Excellent ,894 reviews,Original price 430 zł. Current price 402 zł.,500 m from center,Double Room with Private Bathroom,4,Breakfast included,Location 9.5
255,JUPITER Apartment Zagreb Centar,9.2,"Lower Town, Zagreb",Wonderful ,32 reviews,Original price 328 zł. Current price 307 zł.,0.8 km from center,One-Bedroom Apartment,3,,Location 9.7
256,Palace Apartments by ZGrent,8.3,"Lower Town, Zagreb",Very Good ,132 reviews,Price 328 zł,0.7 km from center,Superior Apartment,4,,Location 9.3
257,St. Marks Apartment 2,8.6,"Upper Town – Medvescak, Zagreb",Excellent ,108 reviews,Original price 235 zł. Current price 219 zł.,0.5 km from center,Studio Apartment,4,,Location 9.4
258,Frida's Majestic Living,9.9,"Lower Town, Zagreb",Exceptional ,11 reviews,Original price 657 zł. Current price 614 zł.,250 m from center,Apartment,0,,Location 10
259,Studio Apartment Maestral,8.3,Zagreb,Very Good ,31 reviews,Price 188 zł,6.4 km from center,Studio Apartment,3,,
260,Central Bus Station Apartment,9.5,Zagreb,Exceptional ,181 reviews,Original price 563 zł. Current price 526 zł.,1.5 km from center,Two-Bedroom Apartment,3,,Location 9.4
261,"BAN apartment, feel like home",10.0,Zagreb,Exceptional ,1 review,Original price 431 zł. Current price 403 zł.,2 km from center,Two-Bedroom Apartment,3,,Location 10
262,Apartment Old Zagreb,8.8,"Upper Town – Medvescak, Zagreb",Excellent ,65 reviews,Original price 342 zł. Current price 319 zł.,400 m from center,One-Bedroom Apartment,3,,Location 9.7
263,"APARTMENT "" Studio Green """,8.8,Zagreb,Excellent ,151 reviews,Original price 177 zł. Current price 166 zł.,2.4 km from center,One-Bedroom Apartment,3,,
264,Zen Voyage,9.9,"Novi Zagreb, Zagreb",Exceptional ,45 reviews,Original price 328 zł. Current price 307 zł.,5.6 km from center,Apartment,3,,Location 9.9
265,Apartment Jelena,9.9,"Lower Town, Zagreb",Exceptional ,25 reviews,Original price 290 zł. Current price 271 zł.,1.8 km from center,One-Bedroom Apartment,0,,Location 9.7
266,Design District Apartments,9.2,"Lower Town, Zagreb",Wonderful ,63 reviews,Original price 399 zł. Current price 373 zł.,0.6 km from center,Studio Apartment,3,,Location 9.4
267,Apartment Zagreb Center Sky Oasis,7.8,"Lower Town, Zagreb",Good ,21 reviews,Original price 277 zł. Current price 259 zł.,150 m from center,Studio Apartment,3,,Location 9.4
268,Sten apartment Zagreb,9.7,"Lower Town, Zagreb",Exceptional ,3 reviews,Original price 328 zł. Current price 313 zł.,1.1 km from center,Standard Triple Studio,0,,Location 10
269,LunaRo,9.9,"Novi Zagreb, Zagreb",Exceptional ,34 reviews,Original price 657 zł. Current price 614 zł.,3.5 km from center,Apartment,4,,Location 9.4
270,Luxury City Center Apartments close to National Theater,8.7,"Lower Town, Zagreb",Excellent ,332 reviews,Original price 460 zł. Current price 430 zł.,0.7 km from center,Studio,3,,Location 9.4
271,Zagreb Spin&Fly Palma,9.3,"Lower Town, Zagreb",Wonderful ,489 reviews,Original price 328 zł. Current price 307 zł.,0.5 km from center,Studio Apartment,3,,Location 9.6
272,Iva,9.6,Zagreb,Exceptional ,38 reviews,Original price 258 zł. Current price 241 zł.,6.8 km from center,One-Bedroom Apartment,3,,Location 9.4
273,Apartman Jagodić,9.7,"Maksimir, Zagreb",Exceptional ,90 reviews,Original price 282 zł. Current price 263 zł.,1.7 km from center,Apartment,3,,Location 9.4
274,"Vila Marija sobe,wellnes ap već od 115eura",7.9,Zagreb,Good ,230 reviews,Original price 272 zł. Current price 254 zł.,5.3 km from center,Deluxe Double or Twin Room,3,,
275,Apartment History,8.4,"Upper Town – Medvescak, Zagreb",Very Good ,59 reviews,Original price 328 zł. Current price 307 zł.,150 m from center,Apartment,3,,Location 9.8
276,Croatia_Zagreb Apartment,9.3,"Maksimir, Zagreb",Wonderful ,8 reviews,Original price 422 zł. Current price 395 zł.,1.8 km from center,Two-Bedroom Apartment,3,,Location 9.4
277,Nova Galerija Studio Vita i Apartman Sara,9.1,Zagreb,Wonderful ,94 reviews,Original price 422 zł. Current price 395 zł.,6.5 km from center,Standard Studio,4,,
278,Katarina studio apartman,8.6,Zagreb,Excellent ,9 reviews,Original price 296 zł. Current price 276 zł.,2.3 km from center,One-Bedroom Apartment,3,,
279,Smart Apartment,9.5,"Lower Town, Zagreb",Exceptional ,92 reviews,Original price 493 zł. Current price 461 zł.,0.8 km from center,Two-Bedroom Apartment,3,,Location 9.9
280,Frida's Majestic Living,9.9,"Lower Town, Zagreb",Exceptional ,11 reviews,Price 657 zł,250 m from center,Apartment,0,,Location 10
281,Studio apartman Bruno,9.3,"Novi Zagreb, Zagreb",Wonderful ,156 reviews,Price 223 zł,4.5 km from center,One-Bedroom Apartment,3,,
282,Apartment History,8.4,"Upper Town – Medvescak, Zagreb",Very Good ,59 reviews,Price 328 zł,150 m from center,Apartment,3,,Location 9.8
283,Penthouse “Sky 16” Studio Apartment,9.5,"Novi Zagreb, Zagreb",Exceptional ,67 reviews,Price 305 zł,4.5 km from center,Penthouse Apartment,3,,Location 9.5
284,Maksimir-Rebro,9.1,"Maksimir, Zagreb",Wonderful ,394 reviews,Price 235 zł,3 km from center,Apartment - Ground Floor,3,,
285,Apartman Golf,9.4,"Lower Town, Zagreb",Wonderful ,44 reviews,Price 222 zł,300 m from center,Two-Bedroom Apartment,3,,Location 9.8
286,The Place Apartments Hebrangova,8.8,"Lower Town, Zagreb",Excellent ,247 reviews,Price 557 zł,0.6 km from center,Deluxe King Room,4,,Location 9.6
287,TOP Apartman,9.3,"Lower Town, Zagreb",Wonderful ,94 reviews,Price 235 zł,350 m from center,Apartment,3,,Location 9.7
288,DesignDistrict Apartments,8.7,"Lower Town, Zagreb",Excellent ,240 reviews,Price 422 zł,0.9 km from center,Studio Apartment,3,,Location 9.5
289,Apartment Old Zagreb,8.8,"Upper Town – Medvescak, Zagreb",Excellent ,65 reviews,Price 342 zł,400 m from center,One-Bedroom Apartment,3,,Location 9.7
290,Apartments Lisinski,9.4,Zagreb,Wonderful ,"1,005 reviews",Price 200 zł,1.5 km from center,Studio Apartment,3,,Location 9.3
291,STYLISH URBAN OASIS,9.3,Zagreb,Wonderful ,82 reviews,Price 338 zł,1.7 km from center,Apartment - Ground Floor,3,,
292,In-N-Out Ilica,9.1,"Lower Town, Zagreb",Wonderful ,80 reviews,Price 422 zł,0.8 km from center,Studio Apartment,4,,Location 9.6
